id,a,b,c,t,distance
2021,6.874202176,-21.38814228,-7.682829514,1,23.74306541
2022,12.25090251,-11.9210742,-14.03697432,1,22.11861818
2023,9.873340349,-21.98831207,-11.47210666,1,26.6941557
2024,-0.72875321,-6.349731763,5.683680359,0,8.553034381
2025,3.207850018,-9.966084458,-2.513859687,1,10.76720166
2026,3.86263213,-2.955500669,-3.333922055,0,5.896604739
2027,-12.23548061,-17.20781643,-2.07472987,1,21.21604195
2028,-8.118976588,-5.410804878,9.347467751,1,13.51183717
2029,-6.750198537,-4.804308515,1.066911252,0,8.35373331
2030,-16.43829251,20.88437281,17.78385526,1,31.97874288
2031,-6.79368233,-5.776255109,13.89955214,1,16.51413916
2032,5.429376744,1.885490865,-0.041264915,0,5.747600406
2033,-8.216665071,15.30951917,-3.332067499,1,17.6917392
2034,0.505808219,-19.70520371,14.09035054,1,24.22991691
2035,-1.320844442,-8.010193781,-1.444561332,0,8.24588333
2036,-4.823828731,-5.096140155,-0.892918153,0,7.073702774
2037,10.18880867,1.539370008,-15.5524515,1,18.65637237
2038,2.169939794,1.130664479,-6.744852893,0,7.17496212
2039,2.747144233,-1.790671444,-5.096933646,0,6.060696185
2040,14.65168667,-0.864367062,16.50275671,1,22.08528994
2041,12.39752362,18.67284188,0.974677418,1,22.4348749
2042,8.549881117,2.918735088,-0.738676118,0,9.064498003
2043,3.225089906,5.879221562,4.737322333,0,8.210278556
2044,-19.35259607,-11.923193,19.63464155,1,30.03672177
2045,-3.298059048,1.474793433,-3.580183232,0,5.086248237
2046,-2.926275791,-8.587840793,7.14642756,1,11.54926519
2047,0.71805449,-2.463299894,8.736055037,0,9.105059375
2048,8.294034024,4.097840442,-1.580364483,0,9.385139774
2049,-9.843497898,2.567639587,-4.916512281,0,11.29864226
2050,-7.061047225,-4.119004674,-4.074780473,0,9.1339161
2051,-14.57012919,5.324697729,-15.20204358,1,21.71965008
2052,-4.157461343,-1.276307565,3.107448807,0,5.345061637
2053,17.05459159,21.16809456,14.10816957,1,30.62658601
2054,-3.845004587,9.933856048,2.324347711,0,10.90266704
2055,-7.757859207,-2.314325112,6.241532582,1,10.22238765
2056,-15.76816033,-16.29959742,8.560892697,1,24.24047525
2057,8.208522806,0.210077073,4.342469547,0,9.288757764
2058,-5.339559806,-7.652611226,5.39362165,0,10.77796419
2059,0.82357691,-19.81184415,13.05251527,1,23.73932607
2060,16.23646631,1.155344948,-20.27570803,1,26.00119221
2061,0.335414419,4.220018877,-2.3174064,0,4.826120033
2062,-1.83594604,0.673539799,-3.402626924,0,3.92456669
2063,2.980546417,6.159591154,6.644490832,0,9.538001811
2064,-1.350582573,-1.77495679,10.70889853,1,10.9386952
2065,-1.133703907,0.67328444,6.809495326,0,6.935980326
2066,21.61872512,-11.84212993,17.57380339,1,30.27282416
2067,-7.964743612,1.59025268,0.962663949,0,8.178799806
2068,-1.448168351,1.425230292,-7.657324792,0,7.922316323
2069,0.792106527,10.30827778,-0.780946058,0,10.36811942
2070,-17.3612553,19.17206527,18.68706494,1,31.90905308
2071,19.26978024,20.68568329,3.742581067,1,28.51716741
2072,3.840372026,7.882972502,7.088838857,1,11.27569728
2073,4.773239869,-5.313652773,-6.497119886,0,9.655635218
2074,20.9058503,-5.528846826,-12.21350113,1,24.83530418
2075,0.190289154,-20.34083945,13.92990342,1,24.65417143
2076,11.79244152,4.029541604,17.62224917,1,21.58338593
2077,-16.4642115,-3.206468107,-5.202862714,1,17.56193265
2078,-5.357881502,-3.691858668,-6.755316916,0,9.37928682
2079,3.521558644,-4.287860083,-6.729924104,0,8.722327546
2080,3.709190358,-7.347878947,3.841044206,0,9.083118337
2081,-3.400800975,-8.578471337,-0.723983778,0,9.256336762
2082,-20.51645972,-2.828002049,7.047620887,1,21.87673822
2083,-3.549343869,-16.97705289,3.121393231,1,17.62274843
2084,-0.127376137,7.224075119,-6.463659029,0,9.694450683
2085,-1.547875015,-3.976494255,14.03062147,1,14.66515471
2086,-4.476683499,10.08080151,-0.92092378,0,11.06848475
2087,-5.717751166,-3.332861868,6.728944197,0,9.438185029
2088,-3.95829892,-0.536401256,1.281051981,0,4.194871968
2089,13.47980009,-16.10501386,6.634422985,1,22.02480534
2090,7.874980646,3.582674429,1.446520237,0,8.771732841
2091,-18.37895536,-2.390232242,10.60274665,1,21.35222347
2092,-7.599376062,-1.253287373,3.452474947,0,8.44042825
2093,-10.29056152,-3.752831842,1.959196019,1,11.12734705
2094,-3.866253291,-3.037847797,5.607897176,0,7.458213224
2095,-19.45274355,-10.10192299,-20.90613499,1,30.29066787
2096,-9.56401783,20.28666814,6.226045061,1,23.27623205
2097,-2.182147337,2.058058234,6.659290748,0,7.303665105
2098,0.056592256,-3.858829245,-21.17267156,1,21.52151916
2099,-6.936319822,8.98173601,-3.125254226,0,11.77078283
2100,6.46738043,-2.898236556,6.169428932,0,9.396203388
2101,-18.05758823,10.94811812,-13.91421046,1,25.28918812
2102,-2.601508418,-15.57368971,-5.434375795,1,16.69850584
2103,0.45394899,-14.16368267,-17.62642019,1,22.61651311
2104,11.33641009,20.85563618,-8.531115998,1,25.2240301
2105,-3.618934219,8.239147712,6.561799909,0,11.13721051
2106,0.413365511,-5.543863248,-11.04713633,1,12.36707369
2107,0.405011093,-9.869714091,-0.163093174,0,9.879366862
2108,-20.38883645,16.11961271,11.42972024,1,28.39339836
2109,-12.1254065,-14.49663012,3.963869302,1,19.31036063
2110,3.212166108,9.151737616,-0.650078035,0,9.720849446
2111,13.27766248,-13.35895499,6.48743448,1,19.92096397
2112,2.123158941,-9.695357149,-0.492077951,0,9.937298167
2113,-7.085084754,0.755913024,3.403520553,0,7.896441137
2114,-7.671214053,-3.797324366,-4.227527564,0,9.546684591
2115,1.563914793,-16.62657769,19.16083991,1,25.41705532
2116,-6.763974747,2.59709821,0.637092005,0,7.273387087
2117,-7.38702639,16.470676,21.33139972,1,27.94422912
2118,2.552169335,6.116322397,6.047340573,0,8.971805614
2119,-11.08810142,4.426833154,5.648965303,1,13.20809047
2120,7.926228687,2.366018601,1.261146827,0,8.367415164
2121,-14.2648972,-16.94603364,8.374942184,1,23.68111072
2122,3.245223594,4.250186091,-6.524464458,0,8.435887295
2123,1.070751638,-10.87243489,-6.625572357,1,12.77711073
2124,7.612177368,-8.138412613,4.401146439,0,11.98119752
2125,18.37624791,-5.517108876,-13.24811538,1,23.31603608
2126,3.420097373,14.77908134,-15.64385038,1,21.79101571
2127,4.4773288,-5.879291471,-6.065494856,0,9.56047955
2128,5.991932586,0.801223491,-1.601693282,0,6.253849739
2129,-5.511113395,10.0682738,-1.587585161,0,11.58718839
2130,-2.766726099,-10.04257578,6.276306742,1,12.16141965
2131,-14.84393608,-7.847327678,-5.896344136,1,17.7957822
2132,0.28224408,-3.633494097,3.037704944,0,4.744427511
2133,-1.486558044,-1.214310521,1.124618151,0,2.2246732
2134,-0.837604096,9.439318445,-1.133371758,0,9.543942837
2135,1.718215166,20.82172836,-8.993495487,1,22.74597978
2136,3.423243643,-4.419917272,6.630092369,0,8.672507743
2137,2.512763313,-6.210727389,-7.832628841,1,10.30714261
2138,0.146293457,10.24354354,-2.364136671,1,10.51383508
2139,-1.338065476,4.206661421,-7.906309236,0,9.055172293
2140,6.284006162,-6.125839094,17.8081326,1,19.85306588
2141,-18.26909418,1.937045641,-10.66804675,1,21.24427381
2142,-2.412026377,-1.32823213,-11.38828437,0,11.7164454
2143,7.548182049,2.491253638,-0.97913626,0,8.00875176
2144,9.296268386,-20.23577876,-2.389321404,1,22.39679005
2145,-13.64595841,12.9301396,-2.039493583,1,18.90926295
2146,-10.08700805,21.79886128,-3.311873456,1,24.24678515
2147,18.59570134,13.80504296,4.241297962,1,23.54501918
2148,6.69602286,6.432324712,-9.758421726,1,13.46990415
2149,-13.23496145,-1.568616426,21.03465506,1,24.90143521
2150,-16.06582933,-21.16099223,-10.70496924,1,28.64428094
2151,-0.803521682,-7.155571704,-5.532968426,0,9.080836586
2152,-18.3461754,2.885694517,1.135000768,1,18.60638631
2153,20.66326686,0.004185481,-2.379388576,1,20.79981021
2154,6.860343889,0.5227623,-5.906731635,0,9.067914717
2155,-2.079878539,3.276267217,4.478749171,0,5.926129914
2156,-5.121608538,-2.04134837,0.889284413,0,5.584693721
2157,-11.37880006,-21.4578745,-21.4924885,1,32.43215273
2158,0.960647511,-0.209952209,-1.014437375,0,1.412801033
2159,4.368887565,10.13512245,0.783336426,0,11.06442504
2160,-6.563767867,4.620138839,-1.31037958,0,8.133008432
2161,13.37694977,12.828021,-6.205153846,1,19.54494416
2162,4.674335557,12.79385416,-19.94666346,1,24.15370572
2163,-4.610991052,18.49821619,0.584284158,1,19.07319136
2164,-8.275484836,2.897213198,-2.874316484,0,9.227089944
2165,-2.062163601,-21.36718418,8.273810431,1,23.00576053
2166,-4.870109885,0.628793439,1.872620522,0,5.25547896
2167,-21.05340525,-11.36239279,10.19512121,1,26.00558284
2168,-5.413112037,-1.307756624,-5.010567997,0,7.491181547
2169,8.0768803,1.688868748,1.319218516,0,8.356351507
2170,1.920456758,-3.790476123,3.212935507,0,5.327177298
2171,19.2528322,10.46143819,16.43906175,1,27.39262652
2172,3.535866535,4.031592213,-8.79549023,1,10.3012978
2173,2.595045734,-10.54502321,-2.041484122,0,11.04986128
2174,0.109764213,-2.411354205,-5.237016399,0,5.766542989
2175,-3.893592825,2.722458418,3.551997986,0,5.931992466
2176,-15.56263221,18.60176826,-1.61302774,1,24.30685422
2177,-8.677925279,-3.660809248,-3.081163605,0,9.909666022
2178,13.62012855,18.75958057,3.794710622,1,23.49105348
2179,-3.889629376,5.850721177,4.768203327,0,8.490931512
2180,-14.95912226,5.344699741,3.766644788,1,16.32570878
2181,6.177537087,7.671214389,4.713612474,0,10.91914086
2182,-6.962978941,-4.833402571,-11.6683218,1,14.42201753
2183,-20.19577688,-2.929029813,19.44449134,1,28.18753028
2184,-1.405775983,-6.43886769,2.180568729,0,6.941909191
2185,-3.721247278,8.134520847,3.737028605,0,9.69450842
2186,8.453706619,3.969353942,-1.790605938,0,9.509321529
2187,-0.731924321,-9.509332715,0.774517233,0,9.56885567
2188,-4.38369208,-8.332742713,8.86762594,1,12.93391461
2189,8.644316714,-1.958477418,16.38276206,1,18.62672108
2190,-11.97702394,8.770337418,16.63552413,1,22.29593201
2191,-11.34410131,-6.664175614,-11.26334818,1,17.31943658
2192,-13.46366644,-6.773063134,-0.572724914,1,15.08219852
2193,-14.29261696,-4.193871851,1.111040717,1,14.93659507
2194,-5.862093437,-7.946999748,1.462519186,0,9.982880688
2195,-13.32644078,14.14626282,-7.800983462,1,20.94197026
2196,2.603806613,-3.948641847,-3.61321425,0,5.952049944
2197,-2.806680762,-8.72019449,0.929348907,0,9.207765106
2198,-3.492366662,19.08807517,20.22500901,1,28.02859661
2199,-0.242448795,-9.650948871,-0.854298929,0,9.691719259
2200,-19.88901032,16.30066544,4.609594653,1,26.12532848
2201,0.92539805,-8.653910389,0.644652119,0,8.727090175
2202,16.30720321,14.26607418,4.288283703,1,22.08698998
2203,-14.46085352,0.686361444,-15.32344747,1,21.08068829
2204,2.279940917,-2.06926096,17.32984921,1,17.60123988
2205,-7.027293079,11.5152743,-0.728822534,1,13.50983243
2206,4.863185628,-0.088343908,-5.531698623,0,7.366007654
2207,2.277364077,0.888898865,10.99103287,1,11.25963285
2208,-3.958688373,-6.662840119,-5.815948002,0,9.689680245
2209,0.799134168,-21.37767235,-11.37777118,1,24.23008807
2210,-2.712014388,1.072396267,-0.046409077,0,2.916712121
2211,-2.607181805,-1.865657135,2.318666941,0,3.956550252
2212,8.988154162,2.676801225,1.515241901,0,9.499902002
2213,0.037408775,6.63636596,6.472539038,0,9.270194938
2214,1.253734835,4.860364118,7.987028904,0,9.433325029
2215,-13.54707321,5.521728536,7.306953402,1,16.3524997
2216,7.510032626,3.383495363,0.706589493,0,8.267278853
2217,7.40575514,1.843566064,4.416906477,0,8.817766602
2218,-4.275897371,-1.418454964,-1.319977449,0,4.694427897
2219,-9.115338642,-17.30348724,13.56419134,1,23.80099485
2220,-0.863719131,-4.754008596,-0.45809927,0,4.85350012
2221,2.556935452,1.645945256,-9.042225527,0,9.539858342
2222,-6.221000283,18.12040887,-0.938131299,1,19.18150548
2223,0.688998748,-5.633366692,6.014748627,0,8.269627598
2224,15.95139937,21.38987036,-8.971835695,1,28.15079984
2225,-4.600533737,5.715857187,8.835704722,1,11.48501685
2226,-3.668993633,7.08551534,-7.546308695,0,10.98238666
2227,6.46197624,-4.364571791,-6.127873867,0,9.917533059
2228,-0.577318449,-1.34186057,-0.959296685,0,1.747608798
2229,-4.768873918,2.324019475,9.928611054,0,11.25702192
2230,5.654998059,10.27643257,0.128176703,0,11.73032389
2231,7.425391788,5.526068093,3.742473674,0,9.983986227
2232,-13.01836122,0.46446613,-19.09873683,1,23.11828726
2233,1.16143279,0.986702235,2.105577149,0,2.599223453
2234,13.52466424,-11.59982824,3.769618461,1,18.21215477
2235,-2.896375498,5.728980847,7.871303786,1,10.15714703
2236,-5.672500611,5.327794849,-7.785768106,0,11.00821721
2237,3.993690898,-7.279611621,-3.950476796,0,9.195030139
2238,-18.19999496,4.229897865,-18.01349258,1,25.9541474
2239,8.605794297,6.230926818,-2.970082126,1,11.03202304
2240,1.096935351,0.442915043,-0.546220064,0,1.302995494
2241,1.435763049,0.826478731,6.592506198,0,6.797471632
2242,4.172212147,6.754151721,-5.202131247,0,9.491474552
2243,1.460492435,-15.94279887,7.897581973,1,17.85154545
2244,-9.108163445,-0.662252687,-3.663346416,0,9.839579611
2245,-1.991903664,-0.326954657,-1.656473159,0,2.611222488
2246,-12.34861729,-17.90508146,18.84901362,1,28.78134128
2247,-2.276394404,7.913576913,-6.585641663,1,10.54406692
2248,14.28913316,-18.85105561,-4.097773205,1,24.00694419
2249,-4.829969775,-11.57217397,-10.98706667,1,16.67211601
2250,4.407568914,-2.998149915,1.206739322,0,5.465508799
2251,-8.778543808,7.541453316,-3.02578751,1,11.96209595
2252,-0.835945652,1.149621565,-3.492020167,0,3.770230726
2253,-10.02232191,-16.0240563,10.63235441,1,21.68557763
2254,-12.56642912,-0.834722136,-8.991192655,1,15.47428341
2255,-6.349984776,15.08881779,1.596742216,1,16.44823135
2256,-4.697493838,3.28821336,-2.12502978,0,6.115108096
2257,-2.281627454,6.742489277,-4.440220765,0,8.389430609
2258,-2.251170946,3.482920104,-2.423390838,0,4.803262041
2259,2.952928207,3.644382182,5.585935183,0,7.294105726
2260,-1.98219832,-6.449345213,-7.995966661,1,10.46224864
2261,-2.85493313,-3.735141286,9.082600202,1,10.22719659
2262,-6.432240384,-9.129221788,2.616703725,1,11.47011531
2263,20.80154635,16.30532985,14.7019459,1,30.24426103
2264,-8.732557856,-4.260232457,-2.177949709,0,9.957440044
2265,1.761318518,-1.044094111,0.513834818,0,2.111019103
2266,-11.63567298,-19.59616464,19.51636421,1,30.00478339
2267,6.313363733,1.825517026,4.509142865,0,7.97015956
2268,8.468633406,6.792678878,2.723452908,0,11.19265089
2269,4.594324382,2.383371133,6.168776303,0,8.052457734
2270,7.097429978,3.426981077,-4.34225915,0,8.99849577
2271,1.721937243,-5.710689396,2.958411783,0,6.658020841
2272,2.317658774,-4.185469706,4.313832659,0,6.441960188
2273,2.358589521,10.26607044,4.770370766,1,11.56337252
2274,3.570545405,-3.858169902,6.446890387,0,8.318453291
2275,15.90462356,3.236581142,-2.263855076,1,16.38772552
2276,1.267300864,-0.21474248,4.92502319,0,5.089992067
2277,-4.06073554,-0.217144948,1.370968391,0,4.291419274
2278,-4.349105299,0.407739713,4.414228406,0,6.210183653
2279,-9.231743884,-9.238639746,13.21071163,1,18.57687975
2280,0.714847623,4.368646542,0.781281149,0,4.49516184
2281,1.135749971,-4.276234982,6.940760198,0,8.231054959
2282,1.663419874,2.383610374,-2.528273019,0,3.852366617
2283,-6.290708552,-1.209957989,-3.505354339,0,7.302364101
2284,2.324376523,-7.50427786,1.413301244,0,7.982125834
2285,-6.040825041,7.902719451,2.796210074,1,10.33263435
2286,-5.50095081,3.881974005,-5.909399456,0,8.958302513
2287,-2.650408281,-2.244261338,1.691555209,0,3.862995216
2288,-4.001463951,-1.458562836,5.534097587,0,6.983219559
2289,-7.428652653,6.691473308,20.65773222,1,22.95000208
2290,-1.129037117,-5.024240622,10.73519134,1,11.90638701
2291,4.889901715,-7.478666777,-2.670972712,0,9.326075851
2292,-6.76847988,0.135086783,6.043598572,0,9.075001489
2293,-15.06315993,1.759564577,17.05512729,1,22.82262521
2294,-19.01706366,-14.75778312,-16.79186272,1,29.34974491
2295,-5.93317682,-2.567782159,-4.729533685,0,8.010279725
2296,-4.689932154,-18.98793526,-16.16990747,1,25.37721531
2297,-2.424338057,0.454384721,3.946011341,0,4.653481062
2298,1.743151014,-16.25350433,11.68608065,1,20.09426434
2299,-9.201143869,-12.67584463,0.493815938,1,15.6710542
2300,-5.896937811,-0.167234612,-3.450692156,0,6.83440702
2301,-2.526259854,-1.144707448,10.80788056,1,11.15807449
2302,-8.757422916,13.49569413,-2.74295611,1,16.32023359
2303,2.976646569,-11.38759013,-9.084691466,1,14.86839779
2304,2.864558465,21.76869801,10.52647297,1,24.34930269
2305,6.189958892,6.975867595,0.224708077,0,9.328923491
2306,0.729631603,4.099363141,-3.323262402,0,5.327402128
2307,3.403246725,-9.708815194,-0.220200177,1,10.29036777
2308,1.327994185,4.314366692,6.920842475,0,8.262892295
2309,-12.57422464,4.198416184,7.843158974,1,15.4030181
2310,8.59926264,8.674799553,9.597974384,1,15.53449637
2311,5.308700043,1.306568538,-0.897352236,0,5.540276034
2312,2.006361791,4.332088235,-6.217377191,0,7.838893752
2313,-1.080359629,-11.74219866,-1.958284944,0,11.95329604
2314,-2.637324773,-0.883296736,-9.263563278,0,9.672088693
2315,16.03181159,-15.89399451,0.367832213,1,22.5781608
2316,-9.461231391,2.706969,6.14081797,0,11.59966491
2317,0.981569473,1.092425433,-11.82752424,0,11.91835566
2318,-7.971797914,3.144151639,-6.213890148,1,10.58525778
2319,-4.629127466,1.839035521,1.141581144,0,5.110193759
2320,-4.052158871,3.285729637,-6.705047694,0,8.495509128
2321,-1.601339598,-6.589054996,4.822032057,0,8.320572541
2322,0.350597549,5.752748547,-0.075796708,0,5.763920508
2323,-1.043372207,15.97358622,-15.92663403,1,22.58100427
2324,0.6939286,-6.830568939,0.407363001,0,6.877801505
2325,-3.383814097,-8.057617911,-0.879440073,0,8.783440049
2326,-2.309057517,18.34795366,-15.27122696,1,23.98310912
2327,12.20028331,18.39326543,9.060205642,1,23.85888623
2328,5.660479121,-3.785423122,-3.807230118,0,7.801631449
2329,-1.977922223,-6.361686644,-2.671559159,0,7.177775534
2330,-3.104880526,-2.903127225,9.641450337,0,10.53688737
2331,-0.27922263,-20.15933504,21.38758723,1,29.39227181
2332,12.4546876,13.89705166,14.22169419,1,23.46281896
2333,-14.1116273,-9.213105692,15.13453376,1,22.65112478
2334,3.295826206,19.32130561,17.23031107,1,26.09710598
2335,4.040453939,4.400261509,1.53826764,0,6.168779191
2336,-6.810445969,9.586051364,-1.135503084,1,11.81371755
2337,9.017165318,1.578163199,-1.558236374,0,9.285901683
2338,-9.746482272,13.07215334,-9.175722681,1,18.71013085
2339,9.705266287,14.62425851,-12.21433442,1,21.38343041
2340,-1.361901311,-3.91408379,-21.25079503,1,21.65112275
2341,5.253521447,6.148200264,2.124175407,0,8.361338125
2342,1.178059113,-20.65581463,8.395243681,1,22.32779921
2343,18.27783554,-12.74557501,-14.20657327,1,26.42642008
2344,-9.156505809,-16.6636901,16.96358371,1,25.48103881
2345,7.167852675,-6.612562912,-1.75824117,0,9.909364876
2346,-0.557377269,-2.020638485,6.173275376,0,6.519430817
2347,-0.674189767,-7.141016698,9.070439188,1,11.56380207
2348,0.181275246,-0.214719288,-6.172438513,0,6.17883179
2349,-5.777870346,-1.011829492,-0.204503891,0,5.869361677
2350,-1.245804494,-4.307110852,-7.357581385,0,8.616103329
2351,-4.847373646,1.06058916,-2.942506468,0,5.768901537
2352,7.987229449,-2.688231472,-3.37112408,0,9.076722993
2353,-19.93531389,-7.623617182,-11.77181933,1,24.374413
2354,-0.13253822,2.876994873,7.390311404,0,7.93166871
2355,-13.34452356,-14.89417638,11.34430607,1,22.99143491
2356,3.616989998,-4.809734791,-9.274532404,0,11.05590868
2357,0.315410405,-2.453886532,3.332886163,0,4.1508039
2358,-3.523349725,-15.6201505,-12.01452108,1,20.01878647
2359,-8.618123339,-2.449893723,-4.636998284,1,10.0883984
2360,13.19318386,-19.57439673,3.08916401,1,23.80672262
2361,2.959450561,-7.377619667,2.582537899,0,8.358057285
2362,-0.86915143,-1.229932968,6.02161634,0,6.207094542
2363,-7.569329973,0.282365732,1.456818978,0,7.713417412
2364,6.141708021,-7.481617469,-3.024929642,0,10.14127096
2365,5.767129605,-8.596857235,0.193725119,0,10.35390108
2366,-4.858993871,1.93821605,9.112651784,1,10.50746998
2367,20.44634906,13.32724918,-4.109677906,1,24.7499134
2368,-7.189077942,-4.630263968,0.623092528,0,8.573822389
2369,2.024063226,2.029337258,-8.009718729,0,8.507093262
2370,-3.717599949,7.842451414,-4.973808269,0,10.00316761
2371,7.778200623,0.55254528,-5.902738243,0,9.779981083
2372,6.842501308,6.679767314,-0.553539174,0,9.578388232
2373,-9.179297513,-3.133368434,-8.916073772,1,13.17474372
2374,-5.245785266,2.90664663,-7.871505007,0,9.895829867
2375,-19.0671439,8.851207459,3.813096302,1,21.36444601
2376,-7.581882893,0.085123036,-5.316280481,0,9.260401302
2377,1.977004218,-1.697444821,-3.835852833,0,4.637200832
2378,-6.314099112,-1.008323065,-0.213850589,0,6.397678882
2379,0.480213248,-8.334735098,-10.03331202,1,13.05242368
2380,-20.40136928,-4.292094152,7.386713196,1,22.11789937
2381,-10.98701336,-1.411409004,-0.577157118,1,11.09232385
2382,15.2642622,-13.7880851,-16.34932457,1,26.27564281
2383,-7.000027575,-7.933404609,-4.800252501,1,11.61816332
2384,8.70538303,6.817741353,-1.012525016,1,11.10362543
2385,8.356971485,-20.94991876,-12.49923082,1,25.78698973
2386,7.623239173,-8.978682019,-2.102930536,1,11.96464889
2387,6.476937948,16.4030378,0.348940447,1,17.638938
2388,18.24549324,13.24851747,12.73375009,1,25.89535923
2389,0.486878217,19.77573319,-9.826520747,1,22.08794204
2390,4.191325157,-3.696917512,-8.310887405,0,10.01525113
2391,4.428084938,3.02112667,-4.764864805,0,7.172104237
2392,11.88122377,-9.213789664,11.31384924,1,18.81649762
2393,1.340686558,-6.328015973,-0.841514843,0,6.522988106
2394,-17.89956736,6.75966803,-8.418796123,1,20.90367795
2395,2.122661986,0.014874579,-1.442342323,0,2.566372253
2396,-7.220252193,1.431118594,-3.744731887,0,8.258520392
2397,-0.537990012,18.7087351,-2.720352064,1,18.91313083
2398,-3.921613634,5.152616546,-1.87897257,0,6.742332585
2399,-7.773716589,-21.41873612,11.12869133,1,25.35824712
2400,20.28212846,0.857367307,11.50657593,1,23.33454742
2401,2.056378022,-3.753998798,20.57917545,1,21.01960179
2402,11.49942641,-0.101939268,5.300744165,1,12.6627441
2403,16.73483883,-11.90498566,13.20273473,1,24.41507154
2404,11.79216098,-16.19588393,-14.34900808,1,24.64255972
2405,5.586731735,21.98254434,8.634123181,1,24.26915553
2406,3.316101915,15.53729421,7.539617512,1,17.58550186
2407,-3.960532332,-11.12103475,1.053051618,0,11.85209466
2408,-19.99582354,16.66886331,17.06109408,1,31.12498826
2409,15.07548858,-1.561334003,-17.00810449,1,22.78121459
2410,-17.41664498,-18.75223004,13.90998548,1,29.12856588
2411,9.243630008,-1.298385047,1.45155739,0,9.44656119
2412,-3.591794075,9.735706676,-10.59077479,1,14.82732207
2413,-19.73165414,-15.83921789,5.364477818,1,25.86496899
2414,-20.17943481,-10.71942576,10.79348351,1,25.27083228
2415,3.608137098,-1.41986377,6.072515892,0,7.204867501
2416,17.64287539,-16.9966834,14.43810807,1,28.43619635
2417,-6.371060577,-6.420957132,-0.50327999,0,9.059381553
2418,-7.147850315,5.904115787,-0.064894633,0,9.27116814
2419,-1.494439211,-2.930526015,3.079228356,0,4.50588266
2420,-1.729371492,-1.636723905,-8.615137617,0,8.938131072
2421,-4.03476215,10.41159748,-0.344431516,1,11.17136074
2422,-2.655737391,10.67185777,-2.410866743,0,11.25849758
2423,-7.64625371,21.94817754,14.3255377,1,27.30217433
2424,6.82488039,4.041999902,1.879701311,0,8.15168894
2425,12.66281387,-10.31110031,18.09903041,1,24.37704958
2426,-8.123658666,12.49494597,13.78352452,1,20.3003215
2427,-15.03287591,-16.78611166,-2.229309227,1,22.64355807
2428,-0.436703678,10.29292456,-4.910076566,1,11.41244312
2429,7.355267361,9.203234452,8.24915707,1,14.38221383
2430,8.342699469,17.58269898,12.19500057,1,22.96671454
2431,6.677215059,-0.711667906,-4.76685828,0,8.23496266
2432,-21.3345678,21.23885823,-2.680463041,1,30.22313293
2433,-17.35959574,10.920898,-10.26040422,1,22.93245456
2434,-14.64954236,-19.64763598,4.245729758,1,24.87297554
2435,-1.761902043,-2.389482225,-8.885897874,0,9.368730178
2436,-11.14532329,4.644738915,-15.81722134,1,19.89915379
2437,-10.35172875,10.85363959,21.11239248,1,25.89773922
2438,-4.917110791,-19.06132895,21.59391621,1,29.22001809
2439,-5.250254776,-1.050093787,7.969530979,0,9.601109113
2440,13.12501593,-8.996741474,11.05116038,1,19.37357856
2441,4.081744737,-7.399884502,5.865167206,0,10.28684194
2442,17.95031667,3.305531903,18.18064809,1,25.76191714
2443,1.833232682,2.060361023,3.280760741,0,4.285932879
2444,-4.842751154,-16.86933405,-1.531843053,1,17.61741221
2445,12.77864233,6.746211943,13.77578605,1,19.96440224
2446,1.150127125,-7.992189164,-0.54983177,0,8.093219076
2447,-2.169361859,-14.69762818,-9.265359757,1,17.5092346
2448,15.40268245,4.557715365,-7.680620233,1,17.80469947
2449,-4.187258857,-2.346559519,-1.189646716,0,4.945173164
2450,2.190774617,-0.556427047,-6.194957337,0,6.594437117
2451,4.367991572,4.130878455,12.75045395,1,14.09672242
2452,-1.267753606,15.02720411,-2.34956871,1,15.26252062
2453,-4.879226307,-2.746286964,-0.606230575,0,5.631736584
2454,-4.961706777,8.379667784,-0.523589918,0,9.752513149
2455,-16.60583007,-8.21483836,19.12525994,1,26.62729294
2456,-9.133213762,-6.153497492,15.77025652,1,19.23491918
2457,21.00119409,14.90766425,-15.62413457,1,30.12311716
2458,16.45317509,8.931759804,9.840453669,1,21.14988965
2459,-4.245138107,14.93065807,-3.458828553,1,15.90312054
2460,-1.383640699,9.917438886,-21.29827177,1,23.53479203
2461,5.901536884,-8.63372218,-0.981041872,1,10.50389163
2462,-1.503254353,-8.308962205,-3.341111752,0,9.080839957
2463,-1.877820641,-0.055320195,4.960953369,0,5.304745896
2464,11.24390782,-18.71800367,6.966440183,1,22.9198694
2465,-13.47327673,-1.599060697,-5.630752247,1,14.68984519
2466,16.24461258,17.47427544,14.71544262,1,28.03180322
2467,5.098641335,-18.14941934,0.749078359,1,18.86686736
2468,5.940083462,3.340016957,-8.698795392,0,11.05030977
2469,5.531888347,-6.858292989,-4.549926759,0,9.916642825
2470,9.270636084,3.29184731,-2.090223041,0,10.05733486
2471,-0.167705802,5.934769738,10.67049406,1,12.21102209
2472,-2.754980466,2.654028194,-3.934353201,0,5.487523862
2473,6.830111931,2.544882478,0.76099486,0,7.328435644
2474,-3.919339274,-6.552157837,-5.541186068,0,9.433808124
2475,-7.743136361,4.164614575,1.528602451,0,8.923945356
2476,8.63821937,1.915100676,-14.14127646,1,16.68119134
2477,-3.258569319,-4.651930065,-7.371897229,0,9.306105313
2478,0.299265474,-4.255299248,-5.077881094,0,6.631893238
